,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,Fire Alarm
1899,23.392,48.27,71,400,13123,19983,939.641,0.64,0.66,0
38986,26.78,48.1,1061,490,12854,19464,938.92,1.58,1.64,1
62034,-17.961,18.8,60000,24122,10894,15590,936.788,13170.4,38950.46,0
59933,20.506,42.32,191,440,12763,20530,937.332,1.7,1.76,0
43784,26.67,48.9,1189,400,12922,19428,938.709,1.69,1.75,1
12913,20.846,47.89,1051,536,12845,19476,938.915,1.89,1.96,1
57285,24.592,40.27,76,401,12831,20702,937.545,2.01,2.09,0
54558,26.44,42.47,0,400,13040,20878,937.446,2.16,2.25,0
56315,55.92,19.62,60000,14732,11138,16183,936.78,11534.4,26329.21,0
233,22.98,53.35,7,400,12632,19701,939.825,0.05,0.08,0
39774,26.99,47.44,1078,450,12867,19458,938.847,1.9,1.98,1
21725,-8.889,50.92,1327,400,12962,19389,938.716,2.25,2.34,1
28657,20.01,57.65,344,400,13102,19876,939.69,1.27,1.32,1
44915,25.62,54.13,1124,400,12934,19447,938.743,1.49,1.55,1
1484,26.04,50.81,0,400,13124,20017,939.702,0.64,0.66,0
45626,24.47,52.34,900,400,13025,19504,938.707,3.02,3.14,1
45789,25.07,50.05,1318,415,12946,19388,938.691,2.24,2.33,1
20477,11.036,47.57,1141,400,12975,19449,938.744,1.93,2.0,1
9333,-5.111,59.43,609,545,12876,19660,939.238,2.33,2.42,1
41145,26.72,48.5,1195,409,12876,19435,938.788,1.66,1.73,1
60929,16.547,61.77,2494,400,13354,19996,936.921,1.03,1.07,0
37493,26.91,47.3,1140,573,12825,19445,938.97,1.9,1.97,1
40679,27.08,47.28,1230,431,12872,19422,938.797,1.91,1.98,1
51871,26.48,46.23,78,452,12784,20678,937.556,2.31,2.4,0
33530,18.33,57.01,337,400,13085,19917,939.335,0.3,0.31,1
21695,-8.419,50.55,1373,410,12950,19377,938.714,2.38,2.47,1
26269,15.03,52.03,33,400,13064,19943,939.722,0.53,0.55,0
27169,17.16,54.19,0,400,13187,20113,939.615,0.93,0.97,0
11781,14.757,47.45,1055,606,12821,19470,939.082,2.09,2.17,1
60580,12.149,39.3,0,400,13441,21312,937.444,1.86,1.93,0
32310,20.56,52.4,253,400,13134,20014,939.501,0.53,0.56,1
62300,-20.196,12.67,8253,400,13297,19485,936.699,0.8,0.83,0
13245,20.538,52.44,1141,522,12840,19453,938.89,2.0,2.08,1
3799,1.798,47.03,155,400,13216,20071,939.658,1.76,1.83,1
39711,26.94,47.62,1159,462,12860,19440,938.898,1.66,1.72,1
59301,1.153,48.53,176,445,12767,20541,937.319,1.89,1.96,0
35305,23.79,52.05,933,704,12776,19494,939.091,2.27,2.36,1
16570,13.005,48.74,1124,400,12894,19455,938.77,1.59,1.65,1
9918,-3.351,57.91,687,712,12776,19580,939.151,2.39,2.48,1
2029,22.3,47.12,42,400,13131,20008,939.621,0.9,0.93,0
43931,25.03,51.33,1228,408,12911,19421,938.686,1.59,1.65,1
50330,34.89,18.7,325,4814,12341,19666,930.968,198.83,206.58,1
59481,9.593,48.68,162,430,12770,20547,937.322,1.7,1.77,0
39402,26.63,49.02,1097,467,12860,19446,938.937,2.05,2.13,1
47605,24.49,53.72,1350,404,12969,19394,938.748,1.96,2.03,1
13565,19.611,50.19,1050,492,12850,19462,938.863,1.93,2.0,1
17856,17.666,50.82,1138,408,12906,19439,938.699,1.86,1.93,1
14435,15.568,49.94,1174,483,12853,19433,938.913,1.82,1.89,1
29542,20.04,53.21,65,400,13250,20152,939.678,2.21,2.29,1
30414,22.12,48.77,0,400,13272,20245,939.73,2.48,2.57,1
44696,26.96,47.78,1147,400,12932,19436,938.707,1.77,1.84,1
59614,15.618,44.66,161,420,12774,20558,937.341,2.26,2.35,0
46364,26.58,48.99,1320,400,12961,19405,938.697,1.76,1.83,1
43212,24.96,51.58,1212,415,12902,19426,938.706,1.74,1.81,1
5596,-9.249,49.58,35,400,13251,20219,939.74,2.35,2.44,1
32484,20.37,53.37,266,400,13131,20006,939.457,0.7,0.73,1
62170,-21.862,12.11,60000,1148,12425,18020,936.719,63.23,71.5,0
33334,20.94,50.25,329,400,13102,19927,939.379,0.3,0.31,1
2530,17.207,53.46,64,400,13185,20104,939.621,0.98,1.02,0
4732,-6.93,53.73,65,400,13231,20148,939.684,2.3,2.39,1
36073,26.48,47.97,1000,634,12805,19489,939.1,2.42,2.51,1
18521,20.094,52.38,1270,410,12906,19418,938.721,1.73,1.8,1
50432,40.56,15.46,2218,38201,11322,19021,930.949,39.58,41.12,1
33469,18.47,56.25,331,400,13097,19929,939.325,0.2,0.21,1
54735,26.94,38.43,0,400,13237,21220,937.471,1.77,1.84,0
22373,-17.638,53.85,1356,406,12968,19390,938.745,2.13,2.21,1
46697,24.68,52.92,1377,408,12958,19390,938.706,2.37,2.46,1
23941,-15.245,54.41,1335,400,12990,19398,938.723,1.63,1.7,1
1485,26.035,50.58,0,400,13124,20019,939.708,0.63,0.65,0
36334,24.17,53.52,1061,639,12797,19463,939.109,2.22,2.3,1
41280,27.08,47.37,1157,410,12882,19434,938.783,1.78,1.85,1
1746,24.527,52.66,51,400,13121,20002,939.596,0.73,0.76,0
42351,26.92,47.91,1199,400,12895,19433,938.754,1.76,1.82,1
36274,24.18,53.38,1032,636,12803,19477,939.069,2.26,2.35,1
33347,18.74,54.4,330,400,13091,19924,939.373,0.27,0.28,1
38719,24.76,52.43,1166,514,12843,19439,938.884,1.9,1.98,1
35831,26.23,48.42,971,666,12796,19488,939.075,2.28,2.37,1
27236,19.1,53.28,0,400,13231,20175,939.595,0.96,0.99,0
29045,22.53,47.13,128,400,13227,20080,939.635,2.01,2.08,1
38182,24.66,52.63,1141,534,12843,19453,938.889,1.83,1.9,1
22323,-17.089,52.54,1262,400,12984,19409,938.729,2.05,2.13,1
31720,20.85,51.99,210,400,13154,20062,939.602,0.63,0.65,1
17530,16.274,48.85,1141,400,12901,19448,938.753,1.43,1.49,1
62549,4.058,14.68,984,400,13679,20422,936.675,0.67,0.7,0
53088,27.94,45.13,126,400,12796,20601,937.354,1.73,1.8,0
52371,28.43,42.89,72,400,12793,20667,937.496,2.09,2.17,0
53319,25.77,48.09,141,404,12785,20580,937.334,1.81,1.88,0
36901,26.92,47.12,1113,619,12806,19447,939.029,2.29,2.38,1
13800,18.654,53.34,1092,497,12853,19449,938.898,2.01,2.09,1
59275,0.104,41.94,202,458,12766,20515,937.329,1.7,1.76,0
43648,24.54,53.61,1230,404,12910,19423,938.723,1.64,1.7,1
29425,19.97,53.71,86,400,13235,20134,939.659,2.43,2.52,1
12881,20.833,51.8,1078,543,12831,19455,938.91,2.12,2.21,1
46058,26.25,51.42,1291,400,12957,19405,938.682,1.88,1.95,1
59423,6.763,48.77,164,445,12761,20556,937.334,2.02,2.1,0
55499,47.06,26.64,11881,445,12794,19211,936.872,0.6,0.62,0
30259,19.89,54.01,3,400,13258,20223,939.676,2.85,2.96,1
471,25.143,51.03,4,400,12772,19778,939.835,0.15,0.17,0
55414,38.86,32.77,2337,400,13148,20036,936.833,1.47,1.52,0
54886,26.29,44.09,0,400,13467,21323,937.37,2.19,2.28,0
11311,9.791,47.78,1036,634,12807,19472,939.08,1.89,1.96,1
48743,24.51,53.7,1387,410,12973,19382,938.738,1.67,1.74,1
24310,-6.913,48.98,1274,400,13006,19416,938.812,2.03,2.11,1
23769,-17.912,49.48,1379,400,12975,19382,938.696,1.95,2.02,1
33576,18.48,56.24,350,400,13088,19922,939.329,0.38,0.4,1
12832,20.796,53.01,1082,554,12836,19470,938.927,2.12,2.2,1
40998,24.72,52.69,1111,401,12884,19446,938.778,1.78,1.84,1
42671,25.0,51.17,1203,410,12898,19434,938.706,1.45,1.5,1
12458,19.788,51.11,1130,584,12822,19446,939.011,2.15,2.24,1
18755,20.591,50.34,1245,419,12906,19425,938.703,1.5,1.56,1
51884,26.23,47.0,68,447,12787,20697,937.541,2.18,2.27,0
40379,27.09,47.17,1140,419,12872,19446,938.833,1.95,2.02,1
14677,14.438,50.9,1176,469,12861,19435,938.872,1.85,1.93,1
61540,13.926,14.12,852,400,13323,20411,936.845,1.01,1.04,0
8746,-5.054,55.65,343,400,13077,19910,939.281,0.3,0.31,1
23688,-18.921,53.62,1356,400,12976,19388,938.698,1.83,1.9,1
52531,26.13,46.9,89,400,12787,20635,937.425,1.76,1.83,0
40190,26.9,47.73,1088,421,12875,19456,938.805,2.2,2.29,1
58043,-8.464,47.32,119,400,12775,20611,937.477,1.89,1.97,0
52373,28.56,42.3,77,400,12792,20665,937.491,2.11,2.19,0
14400,15.739,53.48,1099,467,12857,19443,938.925,1.98,2.05,1
12508,20.003,46.91,1074,560,12831,19460,938.985,1.8,1.87,1
51894,28.9,41.58,55,426,12790,20695,937.537,1.93,2.01,0
52671,28.31,43.11,102,400,12791,20614,937.446,1.91,1.98,0
62295,-20.379,12.49,9636,400,13251,19398,936.698,0.84,0.88,0
58569,-4.491,46.42,117,424,12771,20601,937.382,1.93,2.0,0
15895,12.02,53.43,1163,420,12878,19445,938.803,2.1,2.18,1
26528,17.23,55.03,0,400,13136,20033,939.657,0.67,0.7,0
61822,-4.967,26.32,60000,7880,11474,16760,936.849,2889.09,3001.66,0
35893,26.32,48.31,998,646,12795,19486,939.048,2.48,2.58,1
49595,25.45,54.37,1281,400,13001,19406,938.802,2.05,2.13,1
12701,20.595,51.89,1078,564,12829,19458,938.963,2.03,2.11,1
41822,27.09,47.33,1136,400,12898,19446,938.771,1.39,1.44,1
44090,26.9,48.06,1199,402,12920,19426,938.729,1.74,1.81,1
6602,-6.674,53.94,187,400,13159,20077,939.604,0.64,0.67,1
38240,24.68,52.53,1109,531,12838,19461,938.895,2.01,2.09,1
34477,20.53,63.06,662,682,12795,19605,939.198,2.4,2.5,1
18727,20.546,49.69,1203,400,12920,19428,938.71,1.52,1.58,1
18619,20.334,47.87,1168,400,12919,19432,938.726,1.41,1.47,1
30057,22.28,48.51,47,400,13243,20182,939.667,2.04,2.12,1
25376,11.49,55.27,16,400,12705,19735,939.806,0.05,0.07,0
61868,-8.201,27.05,60000,11428,11303,16477,936.878,6224.16,6694.79,0
28515,20.4,56.5,326,400,13107,19885,939.674,1.16,1.21,1
16129,12.206,53.22,1153,408,12878,19437,938.757,1.72,1.79,1
12333,19.14,48.42,1074,589,12814,19462,939.011,2.3,2.39,1
28763,20.27,51.81,184,400,13190,20028,939.671,2.13,2.21,1
35116,25.14,50.63,919,728,12765,19504,939.106,2.37,2.46,1
50634,39.84,14.63,178,3203,12542,20226,930.932,0.88,0.91,1
25467,14.11,50.57,16,400,12764,19777,939.824,0.12,0.15,0
27597,20.3,48.64,43,400,13211,20125,939.64,1.04,1.08,0
8515,-4.787,50.64,350,400,13083,19910,939.343,0.3,0.31,1
5983,-8.64,54.49,132,400,13191,20130,939.664,1.96,2.03,1
51158,26.98,44.74,11,441,12867,20772,937.583,2.19,2.28,0
18150,18.867,47.27,1153,400,12916,19447,938.708,2.03,2.11,1
30424,21.12,48.16,35,400,13251,20210,939.698,2.51,2.61,1
16874,13.847,48.17,1122,400,12895,19451,938.741,1.9,1.97,1
36750,24.27,53.42,1076,619,12808,19463,939.086,2.03,2.11,1
53496,25.81,48.18,178,442,12773,20535,937.349,1.77,1.84,0
22742,-20.786,53.48,1320,400,12981,19400,938.739,1.7,1.77,1
5688,-9.172,54.88,60,400,13247,20214,939.698,2.23,2.32,1
29047,21.39,47.02,149,400,13206,20062,939.627,2.0,2.08,1
27861,18.64,50.62,139,400,13164,20034,939.65,0.79,0.83,0
10305,-0.691,49.85,870,687,12789,19512,939.086,2.21,2.3,1
17862,17.691,52.55,1141,411,12906,19446,938.705,1.86,1.93,1
24816,11.038,51.35,1352,431,12976,19387,938.856,2.18,2.26,1
1120,27.082,54.72,35,400,13050,19939,939.757,0.35,0.36,0
21058,2.062,53.84,1375,420,12950,19387,938.692,1.83,1.9,1
32470,18.41,56.16,273,400,13119,19992,939.48,0.52,0.54,1
40450,25.14,50.57,1182,442,12864,19433,938.814,2.01,2.09,1
38392,26.96,47.35,1157,531,12835,19433,938.895,1.7,1.76,1
30285,21.96,49.77,20,400,13257,20217,939.714,2.29,2.38,1
10647,2.512,49.99,940,659,12801,19506,939.095,1.94,2.01,1
16116,12.191,50.7,1195,424,12873,19425,938.752,1.81,1.88,1
18753,20.588,48.91,1254,424,12905,19416,938.706,1.48,1.54,1
11608,13.012,47.19,1017,605,12815,19473,939.069,1.84,1.91,1
9338,-5.105,58.82,614,540,12870,19650,939.233,2.25,2.33,1
27757,18.2,52.31,118,400,13176,20061,939.614,0.96,0.99,0
22556,-19.41,54.02,1312,401,12968,19405,938.756,1.79,1.86,1
58827,-4.699,48.02,130,409,12790,20598,937.365,1.76,1.83,0
30827,21.84,50.45,0,400,13271,20249,939.628,2.34,2.43,1
45382,24.57,53.09,1203,400,12958,19422,938.758,2.22,2.31,1
41820,27.05,47.42,1126,400,12894,19451,938.765,1.42,1.47,1
36168,23.99,54.12,1011,634,12802,19477,939.064,2.16,2.25,1
51338,26.83,45.32,24,426,12841,20754,937.59,2.14,2.22,0
52979,28.62,41.93,125,406,12791,20597,937.432,1.59,1.65,0
36733,24.68,51.68,1107,623,12807,19457,939.065,2.15,2.23,1
31712,18.68,56.16,215,400,13143,20053,939.588,0.69,0.72,1
9210,-5.211,55.09,406,427,12927,19843,939.21,1.41,1.47,1
24940,16.711,52.76,1304,413,12989,19402,938.859,1.99,2.07,1
53553,25.86,48.23,168,432,12776,20551,937.325,1.87,1.95,0
9167,-5.229,51.33,372,400,13052,19892,939.26,0.41,0.42,1
59838,20.809,48.65,170,426,12771,20546,937.366,1.52,1.58,0
29313,19.85,53.85,120,400,13213,20091,939.654,2.33,2.42,1
26653,18.13,51.31,0,400,13146,20049,939.6,0.82,0.85,0
60894,15.911,62.88,2195,400,13338,20073,937.038,0.61,0.64,0
9310,-5.135,65.98,606,547,12867,19647,939.215,2.28,2.36,1
59346,3.117,46.71,163,444,12771,20559,937.288,1.85,1.92,0
43072,26.95,47.85,1159,401,12916,19447,938.701,1.7,1.76,1
33806,18.36,57.26,362,400,13064,19894,939.272,0.44,0.46,1
45751,24.4,53.3,1189,400,12971,19425,938.716,2.31,2.41,1
35785,24.38,51.12,1032,686,12781,19477,939.069,2.16,2.24,1
60510,11.997,44.09,0,400,13282,21174,937.434,1.84,1.91,0
52989,28.87,41.27,141,417,12781,20574,937.438,1.54,1.6,0
45141,24.62,53.17,1193,400,12957,19426,938.733,1.79,1.86,1
39522,26.65,48.91,1130,454,12858,19446,938.904,1.94,2.01,1
17400,15.74,53.74,1224,413,12893,19426,938.733,1.62,1.69,1
45492,24.9,51.44,1226,400,12955,19427,938.739,2.08,2.16,1
26739,16.59,52.29,34,400,13125,20014,939.605,0.75,0.78,0
44734,24.43,53.99,1186,408,12925,19425,938.722,1.77,1.84,1
53563,25.68,48.78,176,437,12765,20547,937.326,1.89,1.96,0
36189,26.54,47.84,1055,632,12802,19469,939.062,1.96,2.04,1
58586,-4.356,47.87,118,410,12781,20601,937.414,1.89,1.97,0
45002,27.06,47.55,1226,406,12924,19423,938.748,1.69,1.75,1
26117,14.01,55.34,28,400,13051,19940,939.758,0.38,0.39,0
53163,28.7,41.77,128,406,12783,20585,937.351,1.6,1.66,0
775,26.722,50.16,28,400,12931,19872,939.765,0.24,0.25,0
43309,26.87,48.1,1178,400,12913,19436,938.717,1.71,1.77,1
34359,19.72,64.73,629,556,12864,19639,939.224,2.29,2.38,1
8981,-5.221,57.56,370,400,13060,19903,939.249,0.41,0.43,1
50106,23.27,60.86,397,1372,13012,19579,931.225,12694.37,30579.66,1
15460,12.187,51.84,1172,433,12867,19438,938.831,2.07,2.15,1
47543,24.49,53.6,1316,407,12968,19404,938.766,1.74,1.8,1
56027,46.15,29.75,60000,4268,11772,17375,936.87,592.11,615.18,0
48088,24.41,53.95,1360,413,12969,19381,938.718,2.09,2.17,1
36381,24.45,52.54,1048,632,12803,19467,939.116,2.39,2.49,1
28517,20.3,57.17,332,400,13108,19879,939.685,1.17,1.21,1
59050,-4.996,46.89,130,412,12779,20589,937.336,1.86,1.94,0
27038,17.2,52.19,48,400,13130,20006,939.627,0.9,0.94,0
24763,8.772,53.2,1343,423,12983,19390,938.84,1.8,1.87,1
57167,26.924,39.78,21,401,12841,20756,937.541,1.96,2.04,0
11607,13.001,47.2,1044,602,12813,19484,939.065,1.9,1.98,1
33936,20.54,52.85,364,400,13066,19902,939.264,0.42,0.43,1
47527,25.27,49.21,1375,425,12952,19373,938.755,1.9,1.97,1
50665,38.89,13.97,2206,12749,11831,19362,930.915,3.16,3.28,1
14201,16.73,51.91,1126,491,12848,19444,938.903,2.05,2.12,1
26368,17.51,49.58,3,400,13101,20000,939.705,0.37,0.39,0
59434,7.299,44.72,145,412,12781,20572,937.319,1.86,1.93,0
6678,-6.405,49.74,207,400,13150,20058,939.603,0.68,0.7,1
11720,14.156,47.59,1005,602,12819,19475,939.061,1.94,2.01,1
32851,18.46,55.84,301,400,13116,19965,939.418,0.26,0.27,1
6152,-8.182,50.01,167,400,13168,20094,939.67,1.28,1.33,1
12034,17.032,49.28,1124,605,12805,19446,939.006,2.01,2.09,1
10310,-0.649,51.22,977,709,12771,19492,939.084,2.26,2.35,1
50316,36.83,20.97,364,6904,12180,19628,930.999,22.48,23.35,1
35530,25.84,49.41,921,671,12784,19500,939.098,2.31,2.4,1
27793,19.2,46.78,136,400,13161,20037,939.667,0.95,0.98,0
37785,26.71,48.23,1015,538,12837,19474,938.937,2.14,2.22,1
23085,-21.995,53.27,1404,420,12971,19377,938.72,2.06,2.14,1
45431,24.95,51.0,1176,400,12975,19432,938.762,2.25,2.34,1
20951,3.817,48.66,1354,411,12946,19388,938.689,1.96,2.03,1
935,27.066,50.35,1,400,13012,19930,939.759,0.14,0.15,0
19389,20.259,49.19,1197,400,12929,19437,938.686,1.77,1.84,1
43947,24.54,53.58,1197,401,12915,19428,938.696,1.51,1.57,1
37333,24.82,51.44,1057,575,12821,19464,939.0,2.3,2.39,1
31609,21.28,49.96,201,400,13150,20060,939.597,0.86,0.89,1
54253,28.94,42.16,187,425,12770,20534,937.349,1.6,1.67,0
27548,20.57,47.01,57,400,13197,20115,939.631,0.76,0.79,0
48091,24.4,54.1,1400,414,12966,19381,938.737,2.07,2.15,1
55801,50.62,14.25,607,400,13366,20542,936.837,0.92,0.96,0
39105,26.77,48.23,1107,483,12859,19458,938.893,1.64,1.7,1
33344,18.92,53.15,333,400,13095,19934,939.383,0.23,0.24,1
50257,32.54,26.61,860,1357,12979,19248,931.054,170.0,176.63,1
120,21.646,54.24,10,419,12562,19658,939.802,0.01,0.03,0
43501,27.09,47.41,1191,403,12917,19427,938.725,1.67,1.74,1
30789,20.12,52.28,37,400,13250,20219,939.687,2.43,2.52,1
27443,18.63,48.19,30,400,13211,20131,939.646,1.11,1.15,0
46100,24.57,53.07,1389,413,12944,19378,938.696,1.87,1.95,1
41795,25.62,53.89,1071,400,12907,19467,938.767,1.83,1.91,1
41831,24.99,51.24,1187,421,12886,19437,938.751,1.39,1.45,1
38109,25.17,49.79,1197,568,12823,19428,938.892,2.45,2.55,1
22235,-16.062,50.65,1427,424,12956,19375,938.696,1.74,1.8,1
61248,20.791,26.99,12595,464,12789,19172,936.883,0.69,0.72,0
3576,4.449,52.81,340,400,13096,19871,939.71,1.35,1.4,1
15830,12.001,53.14,1117,417,12878,19446,938.805,1.72,1.79,1
13176,20.664,50.33,1145,550,12828,19441,938.888,1.78,1.85,1
4810,-7.401,50.12,25,400,13255,20190,939.678,2.09,2.17,1
53858,25.78,48.75,169,429,12772,20552,937.348,1.77,1.84,0
56665,51.21,13.79,1963,400,13634,20178,936.673,0.94,0.98,0
50746,37.15,15.64,0,707,13228,20845,930.88,1.01,1.04,1
30940,21.47,52.14,93,400,13219,20182,939.64,1.97,2.04,1
54986,24.76,45.5,0,400,13296,21165,937.333,1.59,1.65,0
22213,-15.793,48.63,1354,400,12972,19401,938.693,1.91,1.99,1
10708,3.141,49.67,954,655,12794,19495,939.086,2.39,2.49,1
52776,25.93,47.48,99,403,12779,20615,937.433,1.66,1.73,0
43503,27.12,47.27,1197,400,12913,19430,938.743,1.66,1.72,1
41914,24.44,53.76,1130,400,12894,19446,938.778,1.98,2.06,1
30614,19.92,53.78,57,400,13244,20201,939.736,2.33,2.42,1
46291,24.36,53.9,1293,400,12951,19395,938.696,1.99,2.07,1
10979,6.074,53.22,1032,657,12789,19471,939.089,2.1,2.19,1
31036,19.64,54.2,149,400,13189,20126,939.643,1.41,1.46,1
54796,26.18,38.75,0,400,13365,21180,937.461,2.03,2.11,0
12380,19.402,47.22,1071,561,12826,19455,938.97,1.88,1.96,1
38322,26.67,48.81,1118,527,12836,19444,938.894,1.74,1.81,1
7531,-4.181,55.89,281,400,13125,19996,939.47,0.53,0.55,1
18940,20.778,52.23,1212,408,12910,19420,938.701,1.51,1.57,1
54815,24.83,44.46,0,400,13379,21245,937.455,1.61,1.68,0
20320,13.113,52.37,1256,400,12951,19414,938.751,1.85,1.93,1
51056,34.45,16.53,0,570,13247,20930,930.907,0.97,1.01,1
22259,-16.349,54.12,1373,405,12964,19395,938.706,2.14,2.23,1
51749,26.6,45.92,80,400,12826,20677,937.497,2.15,2.24,0
28317,22.05,56.82,226,400,13171,19982,939.672,2.54,2.64,1
36915,24.68,51.99,1166,617,12810,19444,939.025,1.98,2.06,1
10808,4.202,54.33,1002,669,12789,19472,939.063,2.28,2.37,1
58922,-5.153,44.14,162,430,12773,20561,937.346,1.84,1.91,0
42865,24.54,53.41,1153,410,12912,19447,938.693,1.72,1.79,1
56416,57.64,12.11,60000,1387,12293,17876,936.703,612.82,740.88,0
43644,24.61,53.38,1222,409,12915,19417,938.717,1.66,1.73,1
36319,24.65,51.26,1069,644,12802,19467,939.067,1.7,1.76,1
39227,26.84,47.93,1080,474,12861,19459,938.901,1.84,1.91,1
26109,14.31,52.99,25,400,13041,19934,939.735,0.31,0.32,0
45636,25.95,51.98,894,400,13022,19497,938.73,2.54,2.64,1
15635,12.035,50.09,1268,454,12861,19417,938.803,1.78,1.85,1
48178,26.95,47.87,1379,407,12969,19386,938.694,1.81,1.88,1
41160,27.08,47.31,1186,414,12882,19431,938.772,1.73,1.79,1
37029,25.03,49.92,1120,605,12816,19456,939.021,2.05,2.13,1
23025,-21.921,53.29,1377,419,12962,19380,938.7,1.9,1.97,1
59640,16.623,43.0,176,453,12765,20552,937.355,1.67,1.74,0
46634,24.76,52.38,1337,414,12955,19384,938.718,2.37,2.46,1
12482,19.895,52.58,1019,540,12839,19475,938.984,2.13,2.21,1
17676,16.894,50.81,1224,411,12899,19428,938.703,1.48,1.54,1
9026,-5.235,56.08,377,400,13050,19892,939.268,0.46,0.48,1
12170,18.08,52.89,1061,595,12815,19464,938.995,2.18,2.26,1
19350,20.367,47.38,1197,407,12926,19435,938.663,1.8,1.87,1
21485,-5.032,50.85,1308,400,12962,19408,938.715,1.84,1.91,1
26036,15.93,51.48,1,400,13045,19954,939.767,0.36,0.37,0
24616,2.975,48.45,1277,400,13001,19418,938.812,2.17,2.25,1
55486,45.44,30.45,11189,400,12836,19254,936.896,0.49,0.51,0
29482,20.04,53.22,64,400,13249,20161,939.648,2.08,2.16,1
23219,-21.932,54.21,1389,415,12970,19382,938.7,1.94,2.02,1
41017,26.2,52.02,1082,400,12891,19455,938.789,2.03,2.11,1
8398,-4.635,50.29,322,400,13102,19939,939.386,0.39,0.41,1
31681,21.45,49.25,210,400,13153,20066,939.584,0.7,0.73,1
49554,26.81,48.17,1354,401,12989,19388,938.781,2.0,2.08,1
14853,13.711,48.58,1141,465,12859,19443,938.842,1.57,1.63,1
16678,13.28,53.68,1159,400,12883,19432,938.772,2.1,2.18,1
52785,27.25,47.84,74,400,12802,20651,937.414,1.77,1.84,0
22455,-18.479,48.41,1366,400,12971,19404,938.721,1.86,1.93,1
30947,21.75,50.21,107,400,13209,20165,939.687,2.13,2.21,1
57026,26.018,45.21,44,421,12848,20751,937.573,2.22,2.3,0
57236,25.851,39.52,41,404,12834,20731,937.58,2.25,2.34,0
14372,15.877,47.61,1205,498,12839,19415,938.912,1.69,1.76,1
50272,31.44,36.65,620,1909,12819,19368,931.071,219.44,228.08,1
37482,26.57,48.82,1078,556,12828,19461,938.988,2.11,2.19,1
20433,11.638,48.73,1272,400,12951,19409,938.762,2.37,2.47,1
41187,24.52,53.38,1151,409,12883,19441,938.774,1.9,1.97,1
5730,-9.121,48.69,63,400,13237,20197,939.681,2.48,2.58,1
33420,18.3,57.02,338,400,13094,19922,939.365,0.29,0.3,1
53264,25.71,48.24,133,400,12789,20589,937.322,1.91,1.99,0
18768,20.61,53.24,1218,404,12916,19428,938.695,1.79,1.86,1
43454,24.87,52.2,1186,406,12911,19429,938.735,1.63,1.69,1
31630,19.33,53.16,214,400,13144,20048,939.604,0.72,0.75,1
31261,21.78,48.89,167,400,13173,20104,939.64,0.91,0.95,1
43671,26.92,47.94,1212,400,12910,19421,938.716,1.6,1.66,1
6168,-8.135,54.95,153,400,13175,20103,939.635,1.11,1.15,1
53771,28.88,42.07,162,433,12774,20561,937.354,2.11,2.19,0
24413,-3.902,53.88,1337,406,12988,19396,938.808,1.57,1.63,1
19120,20.751,52.24,1214,417,12911,19418,938.703,1.46,1.51,1
44054,24.86,52.24,1189,408,12916,19433,938.718,1.79,1.86,1
44300,24.68,53.1,1230,409,12920,19423,938.692,1.77,1.84,1
32733,18.65,54.58,296,400,13118,19985,939.428,0.29,0.31,1
47012,24.34,54.04,1375,414,12961,19384,938.735,2.13,2.21,1
61288,20.717,28.24,14202,536,12743,19053,936.891,0.73,0.76,0
30980,19.55,54.9,121,400,13203,20148,939.663,1.97,2.04,1
7331,-4.477,49.91,262,400,13129,20008,939.514,0.45,0.46,1
9564,-4.697,58.55,681,761,12752,19578,939.148,2.62,2.72,1
17021,14.326,52.29,1141,404,12896,19450,938.786,1.67,1.74,1
44838,24.65,53.03,1172,414,12928,19437,938.721,1.46,1.51,1
11241,9.009,49.26,1028,619,12803,19476,939.091,2.61,2.71,1
59547,12.723,49.04,155,429,12776,20566,937.346,1.73,1.8,0
28909,22.24,47.94,165,400,13207,20049,939.66,2.29,2.38,1
17100,14.601,53.77,1151,400,12901,19441,938.778,2.14,2.22,1
4849,-7.618,54.11,35,400,13254,20187,939.687,2.43,2.52,1
3303,7.819,64.65,223,400,13176,19989,939.691,2.33,2.42,1
12119,17.703,53.31,1088,589,12822,19463,939.016,1.8,1.87,1
45221,26.46,49.62,1141,400,12953,19441,938.739,2.07,2.15,1
31445,19.86,50.15,202,400,13146,20061,939.626,1.1,1.14,1
1932,23.125,53.18,74,400,13114,19970,939.614,0.56,0.58,0
22288,-16.689,47.68,1377,400,12964,19389,938.714,1.96,2.03,1
2354,19.133,53.78,28,400,13199,20131,939.573,1.3,1.35,0
33260,20.05,55.71,306,400,13115,19960,939.411,0.41,0.42,1
46783,26.56,49.3,1310,400,12961,19392,938.729,1.9,1.97,1
20011,16.53,47.5,1262,423,12918,19408,938.737,1.69,1.75,1
44180,24.66,53.11,1182,400,12918,19424,938.723,1.41,1.47,1
24979,18.606,48.43,1300,410,12986,19404,938.859,1.61,1.68,1
52466,26.35,46.26,74,400,12785,20652,937.484,1.89,1.97,0
40293,24.45,53.48,1145,441,12869,19439,938.821,2.19,2.27,1
56915,21.724,40.3,18,420,12868,20775,937.609,1.96,2.04,0
23807,-17.386,53.57,1369,409,12974,19381,938.699,1.75,1.82,1
6465,-7.158,54.87,191,400,13160,20070,939.631,0.97,1.01,1
